source,target,weight1,weight2,weight3
0,149,0.36737804878048785,0.2723174030658251,0.5252659574468085
0,171,1.0,1.0,1.0
0,205,0.18946731234866826,0.16223671013039118,0.10684844641724794
0,211,0.3618307426597581,0.25242165242165243,0.2589189189189189
1,81,0.8180987202925045,0.6663254861821903,0.42397137745974955
1,87,0.20087575259989054,0.22894919972164227,0.0692883895131086
1,110,0.24897587619481112,0.1306856754921928,0.24061264822134387
1,135,0.2558411214953272,0.10148285449490269,0.17548257708698917
2,52,0.07935096688152922,0.12093153759820426,0.17048929663608564
2,185,0.1681992337164751,0.07922979797979797,0.24229922992299235
2,196,0.22036428784711856,0.11848534201954397,0.06227967097532315
3,49,0.4477064220183486,0.07649122807017544,0.2641843971631206
3,79,0.07601396723072791,0.09370508766887038,0.18992420864913062
3,190,0.12627986348122866,0.10770059235325793,0.2773556231003039
4,3,0.30011013215859034,0.1584158415841584,0.14952220348510398
4,11,0.35756207674943563,0.24522292993630576,0.3277591973244147
4,66,0.08417384925728956,0.18211648892534862,0.10167622408469341
4,150,0.22745517795022743,0.18421672555948174,0.1496876501681884
4,155,0.5964777947932619,0.35984848484848486,0.3648763853367434
4,180,0.3607361963190184,0.32451323015476785,0.31896978702327883
5,34,0.09815950920245399,0.22163175992497655,0.19930394431554527
5,43,0.20460358056265984,0.08526011560693642,0.3179074446680081
5,66,0.04621309370988447,0.03472791905933825,0.09969122187913541
5,123,0.16499397832195906,0.22489239598278335,0.3427886536156612
5,159,0.30417381360777584,0.2021428571428571,0.358683314415437
6,5,0.09182590233545647,0.10958904109589043,0.3367303609341826
6,70,0.06810519217801753,0.08268156424581007,0.19859943977591035
6,83,0.31069958847736623,0.16381048387096775,0.4153917477978674
6,123,0.18466479325572063,0.20014347202295552,0.29284858170195766
6,130,0.3299170326988775,0.7014925373134329,0.2662192393736018
6,147,0.19486081370449684,0.21574111066719937,0.23264949803579224
7,9,0.1823297692740574,0.193390452876377,0.30701754385964913
7,16,0.2187012987012987,0.06770069167889331,0.17142298670836592
7,30,0.23308270676691734,0.3103879849812265,0.10545645330535151
7,72,0.15923076923076923,0.3247397124442241,0.3325198291641245
7,197,0.635284139100933,0.4731861198738171,0.5287009063444109
8,32,0.2993527508090615,0.12835984640702142,0.38226024313372353
8,35,0.05352283035984276,0.08177874186550975,0.1755902192242833
8,135,0.12733644859813087,0.19091751621872102,0.20030082727500623
8,163,0.14583827365425656,0.0702529104777198,0.18073923363852154
8,208,0.23951935914552736,0.15698234349919743,0.05029995385325335
9,57,0.10614035087719297,0.31455223880597016,0.21859410430839002
9,94,0.28810160427807485,0.6149927219796216,0.5213358070500927
9,145,0.11398237179487178,0.07909407665505226,0.08129509062115081
9,200,0.07990506329113924,0.18650159744408948,0.1515265736901621
10,34,0.037832310838445814,0.0681462957174117,0.09373549883990721
10,48,0.19901812688821752,0.184066724187518,0.16275303643724692
10,85,0.096708953851811,0.1655933762649494,0.09757136770345122
