source,target,weight1,weight2,weight3
0,7,0.12420382165605096,0.05167759352101812,0.06434723864212127
0,114,0.3236738703339882,0.07908527870414482,0.3586161011310712
0,185,0.13956904995102837,0.22839756592292085,0.10224184782608696
0,211,0.19478198713366693,0.19369055903502666,0.03531025025711347
0,234,0.06890867128255854,0.24767540152155537,0.23848745788094344
1,9,0.20227133210558626,0.2042592168536753,0.1939730836746635
1,68,0.20048374092985757,0.1670438181444147,0.17445396737627866
1,188,0.08033303330333033,0.20952687479884133,0.1914101290963257
2,61,0.36045494313210846,0.33064014916096957,0.16654384672070743
2,123,0.15267175572519084,0.13819241982507288,0.38945331398161587
2,170,0.3154527559055118,0.11911679256246369,0.3130923130923131
3,9,0.14241866175567833,0.17632241813602015,0.1691047396138092
3,121,0.0890580008227067,0.12561352481367025,0.028357531760435574
3,135,0.16546997389033943,0.14212475078325262,0.1750377236473378
3,161,0.08838383838383838,0.2566014290152221,0.18043478260869567
3,229,0.13404755683302846,0.17939233817701453,0.15575
4,67,0.7058823529411765,0.6245487364620939,0.7689243027888447
4,160,0.2992592592592593,0.27847588163761655,0.14555603263203093
4,178,0.19535260740340446,0.12567956507834985,0.1677997527812114
5,64,0.36375719982277355,0.11399161265726267,0.17416934619506966
5,166,0.281021897810219,0.24110032362459546,0.25486223662884927
5,175,0.15159755268524813,0.33237657864523534,0.2089262613195343
5,234,0.20145070886910652,0.09918286841363765,0.1257955821789592
6,0,0.16717325227963525,0.3749352667011911,0.4077510917030568
6,28,0.3404466501240695,0.4856115107913669,0.45787067276290006
6,111,0.17714744447417713,0.130784708249497,0.1851167090362838
6,190,0.15257352941176472,0.25565326633165825,0.0644773728474169
7,4,0.12887438825448613,0.1751715905699791,0.18266779949022938
7,68,0.15990325181402848,0.17547829664678047,0.04230024882499308
7,78,0.05646664181885948,0.12403355815101169,0.16331836445284803
7,96,0.3465346534653465,0.4172461752433936,0.08316115702479339
7,155,0.07032590051457975,0.2585119798234552,0.13361926756845927
7,232,0.02981651376146789,0.1891606916912695,0.055555555555555566
8,27,0.4662790697674418,0.3842887473460722,0.461121157323689
8,164,0.18382845655572927,0.15353226217801583,0.06472243540547455
8,212,0.31820526044352754,0.11979463776383344,0.19636963696369636
9,8,0.032927504150525734,0.19112478031634447,0.15323886639676115
9,73,0.04805793285055957,0.15485312899106005,0.1136853448275862
9,127,0.09722222222222224,0.3557639271924986,0.2373737373737374
9,134,0.11423220973782769,0.2651515151515152,0.06247325631151049
10,59,0.10873287671232877,0.1702367531003382,0.1865
10,109,0.30249110320284694,0.4267716535433071,0.1396797153024911
10,126,0.5813953488372093,0.40875497441728254,0.5548780487804877
10,175,0.5356900067980965,0.3668197474167624,0.4793014230271669
10,221,0.16867469879518074,0.16375131717597471,0.11976175281854921
11,121,0.027972027972027972,0.02072350481730595,0.09301270417422867
12,88,0.0927743086529884,0.15166908563134976,0.10186286167261197
12,90,0.46508728179551123,0.5803642121931909,0.14431486880466474
12,122,0.0752441125789776,0.21949199337382663,0.12864268836965081
12,169,0.034213685474189674,0.04805491990846682,0.0638716938660664
12,174,0.1725505751685839,0.05669949268874963,0.23892267593397046
12,182,0.19872136387852957,0.24962360734718456,0.36914715719063546
12,197,0.1655534351145038,0.08299955496217179,0.25759380583680763
13,5,0.26951219512195124,0.1073310972688069,0.1956882255389718
13,27,0.5337209302325581,0.6157112526539278,0.538878842676311
13,94,0.0883720930232558,0.2472375690607735,0.08682360134515438
13,101,0.18256130790190736,0.12187596420857762,0.12275924665305198
13,145,0.17776797529775035,0.1835416666666667,0.06581986143187066
13,146,0.23513062812673707,0.16331821127673363,0.09219380888290714
13,230,0.17913907284768213,0.2584821428571429,0.12681248463996067
14,65,1.0,1.0,1.0
14,84,0.0930576070901034,0.22381756756756754,0.17830712303422758
14,118,0.15021071643588196,0.06474820143884892,0.17600289121792556
14,130,0.11341772151898734,0.09790667248146533,0.19842342342342345
14,155,0.2974271012006861,0.19136191677175282,0.27350709336852524
14,217,0.06266386995280546,0.16365066876475215,0.05952380952380953
15,33,0.19413092550790068,0.18545837723919914,0.0724907063197026
15,39,0.31653076352853965,0.17111339148281168,0.057127882599580716
15,71,0.24829545454545454,0.2760828625235405,0.2998951415588955
15,98,0.05617352614015573,0.29753761969904235,0.16670652953838794
15,104,0.1618028534370947,0.1851968503937008,0.10054559625876851
15,145,0.06307895897662108,0.069375,0.125635103926097
15,194,0.22204806687565307,0.390382626680455,0.3277777777777778
15,200,0.28718535469107553,0.4949748743718593,0.7927590511860174
15,201,0.23489932885906042,0.2923497267759563,0.15712468193384224
15,214,0.6105651105651105,0.34482758620689663,0.5925671025464556
16,24,0.23020569174415326,0.18604651162790697,0.2913299044819985
16,47,0.13945720250521917,0.24398016997167135,0.18638776147361846
16,89,0.277801091061687,0.20899940793368854,0.05856515373352855
16,169,0.23979591836734693,0.16247139588100687,0.0694991558806978
16,179,0.3402217741935483,0.33373639661426846,0.28577106518282985
16,191,0.22676579925650558,0.17845939351690487,0.311310592459605
17,29,0.183967112024666,0.14524271844660194,0.06589251957871996
17,88,0.25780553077609275,0.2594339622641509,0.3515655965120888
17,134,0.10736579275905116,0.46266233766233766,0.22764227642276427
17,183,0.09685230024213076,0.10021097046413503,0.20147128618889415
18,147,0.17109500805152977,0.025650224215246632,0.15977900552486185
18,156,0.1930856932695844,0.2709320695102686,0.3395245170876672
18,161,0.1275252525252525,0.050636843740292016,0.2248447204968944
18,225,0.3544147843942505,0.17573656845753902,0.11116031886625333
19,120,0.26597938144329897,0.27049452373050115,0.3096831771530567
19,133,0.21813353566009103,0.20719502299161482,0.07455329636475662
19,146,0.10172317954419122,0.24044069993519115,0.08781965006729475
19,185,0.26591576885406465,0.04178498985801216,0.26834239130434784
20,84,0.12171344165435745,0.10304054054054053,0.13112858464384827
20,132,0.30324543610547666,0.43241919686581787,0.41035422343324246
21,83,0.38395415472779365,0.17730095990965558,0.3242159008023341
