source,target,weight1,weight2,weight3
0,81,0.13067655236329936,0.03507892758707091,0.12368374085311439
0,96,0.11342734518700182,0.12632776934749623,0.09429903191107926
0,178,0.38456790123456785,0.22157996146435452,0.2546728971962617
0,180,0.1690677966101695,0.1254681647940075,0.22330475448168355
1,0,0.252280701754386,0.4116815826660386,0.32724783204016433
1,36,0.3147353361945636,0.04588547591960561,0.06033123028391167
1,118,0.05161170113657537,0.16635397123202003,0.03804473138113904
1,185,0.16103603603603603,0.2802139037433155,0.22960725075528698
2,42,0.07119205298013245,0.44796883695047307,0.31448275862068964
2,46,0.1562672556598564,0.07601809954751132,0.21386069303465172
2,69,0.27392510402219145,0.3116883116883117,0.4285714285714286
3,39,0.18005115089514065,0.1779425393883225,0.04664459825458923
3,56,0.37942122186495175,0.30255255255255253,0.33230389129092036
3,57,0.2902397260273972,0.5204531151667715,0.36999402271368803
3,123,0.522972972972973,0.2753378378378379,0.39041095890410965
3,125,0.27181342983514273,0.07892527287993281,0.20566778900112231
3,140,0.40456769983686786,0.17694155324259406,0.46124763705103966
3,149,0.05983430500153421,0.14592161016949154,0.25627990430622005
3,201,0.13761829652996846,0.05025641025641025,0.1787164906580016
4,27,0.12963394730706457,0.06907812107510676,0.18403735937168328
4,49,0.4570637119113573,0.2144588045234249,0.11000662690523527
4,53,0.12337011033099296,0.21638285378743397,0.28664353859496966
4,97,0.3015605229860818,0.1505154639175258,0.22639821029082777
4,130,0.1850768105340161,0.10353472048132364,0.274053490795415
5,29,0.06338481338481339,0.1878439219609805,0.14930129933807307
5,195,0.2969334330590875,0.38087153367289195,0.3546348314606742
6,173,0.40881642512077293,0.12160566706021252,0.3544137022397892
6,197,0.1943385955362003,0.09918442515127597,0.03621252597209855
7,171,0.3637713437268003,0.20318237454100369,0.1656516443361754
8,26,0.24933333333333332,0.21532091097308487,0.17250796540737368
8,128,0.43896424167694204,0.5679442508710801,0.31616341030195383
8,183,0.1700746510873093,0.21648106904231623,0.182815783329442
9,48,0.06881143878462913,0.13658331582265185,0.08301119023397761
9,54,0.23070017953321362,0.09813664596273293,0.27099533437014
9,90,0.11470944309927361,0.24500181752090147,0.15081967213114755
