source,target,weight1,weight2
0,3,0.5609911054637866,0.6038915913829047
0,15,0.20297951582867785,0.0813953488372093
0,16,0.11132385120350108,0.25638538635628844
1,2,0.35208333333333336,0.43953185955786733
1,6,0.38056426332288407,0.15151515151515152
1,8,0.27057041898031303,0.2141888838680524
1,12,0.28634361233480177,0.21356884785226818
1,13,0.021651454043727442,0.0930888575458392
1,14,0.057001647446457984,0.07595367847411444
2,13,0.18488643600084906,0.1255289139633286
2,16,0.14195842450765864,0.19366311024894925
2,19,0.1752207505518764,0.20009955201592836
3,1,0.25418410041841005,0.6279373368146214
3,5,1.0,1.0
3,8,0.15396264512872287,0.3370989606868504
3,9,0.30313837375178315,0.2757009345794392
3,12,0.18366655371060658,0.31995182657567245
3,14,0.08863261943986821,0.22138964577656678
3,16,0.08178336980306346,0.09860976398318785
3,17,0.40186246418338106,0.16982408660351828
4,0,0.08338914936369726,0.20679297597042512
4,6,0.18495297805642635,0.40423098913664945
4,7,0.1934651762682717,0.4268292682926829
4,12,0.2934598441206371,0.23444399839421917
4,18,0.10300668151447662,0.154726368159204
4,19,0.15894039735099338,0.0430562468889995
5,4,0.13134484563055993,0.20329024676850763
5,10,0.286046511627907,0.24863174354964818
5,17,0.14255014326647564,0.29905277401894453
5,19,0.08526490066225166,0.09308113489298159
6,0,0.25016744809109176,0.20217190388170053
6,4,0.36106750392464676,0.2005483744614179
6,13,0.10507323285926554,0.1558533145275035
6,14,0.1126853377265239,0.17302452316076294
6,15,0.2740533829919305,0.09560723514211884
7,3,0.4390088945362135,0.3961084086170952
7,13,0.11929526639779241,0.15091678420310295
7,16,0.2272975929978118,0.20821209182023928
8,2,0.5052083333333334,0.2100130039011703
8,9,0.2703281027104137,0.21728971962616822
8,14,0.2642504118616145,0.2748637602179837
8,17,0.2106017191977077,0.28416779431664413
8,19,0.23316777041942607,0.21702339472374316
9,0,0.18017414601473547,0.07601663585951941
9,12,0.17892239918671637,0.10758731433159374
9,14,0.23393739703459634,0.21764305177111717
9,15,0.1505276225946617,0.20930232558139533
10,13,0.08448312460199534,0.09767277856135402
10,14,0.24349258649093902,0.03712534059945504
11,10,0.06465116279069769,0.04104769351055512
11,16,0.13375273522975928,0.06660200452634983
11,19,0.07064017660044151,0.18516674962667995
12,4,0.13134484563055993,0.15942028985507242
12,8,0.3170116102978294,0.3746046091278807
12,10,0.1558139534883721,0.060203283815480846
12,11,0.08794079233783197,0.4312306101344364
12,15,0.10583488516449412,0.315891472868217
12,18,0.34910913140311806,0.3577114427860697
12,19,0.12500000000000003,0.11423593827775014
13,4,0.20251177394034536,0.12220916568742654
13,10,0.09813953488372093,0.3229085222830336
14,0,0.07434695244474214,0.11021256931608132
14,6,0.4344827586206897,0.44425385934819894
14,7,0.10361134995700773,0.21443089430894308
14,11,0.26077492381367,0.07187176835573941
14,13,0.16365952027170452,0.1357545839210155
14,15,0.2666045934202359,0.2978036175710594
14,16,0.18298687089715537,0.03394762366634336
15,0,0.14300066979236437,0.2049445471349353
15,2,0.14270833333333335,0.3504551365409623
16,11,0.3151937309534175,0.08738366080661841
16,18,0.3179287305122494,0.13781094527363186
16,19,0.15176600441501106,0.14733698357391736
17,0,0.05257870060281313,0.0688539741219963
17,1,0.74581589958159,0.37206266318537856
17,7,0.3447979363714532,0.14126016260162602
17,8,0.2584553255931348,0.07410754631721644
17,9,0.1722539229671897,0.36682242990654207
17,13,0.17512205476544257,0.15691114245416077
17,18,0.2299554565701559,0.34975124378109457
18,4,0.17373103087388803,0.3145319232275754
18,9,0.2542796005706134,0.14018691588785046
18,12,0.05760759064723823,0.12444801284624649
18,13,0.1458289110592231,0.08427362482369534
18,17,0.2449856733524355,0.2469553450608931
19,0,0.21634293369055596,0.13100739371534195
19,7,0.35812553740326736,0.21747967479674796
19,10,0.3953488372093023,0.32720875684128226
19,11,0.3360905528950806,0.40951396070320584
19,16,0.12089715536105032,0.14258001939864212
