source,target,weight1,weight2
0,7,0.2926165362368152,0.2636625119846596
0,114,0.25555555555555554,0.09836808703535811
0,185,0.13598797896318557,0.1706896551724138
0,211,0.2854538826102807,0.1772927905836194
0,234,0.10475199445022546,0.19416295095257396
1,0,0.2161642078255292,0.043188202247191006
1,60,0.06191719507646401,0.31571377202445167
1,180,0.14311896034655117,0.05575221238938054
2,45,0.12831858407079644,0.13308176100628932
2,107,0.13333333333333333,0.14020028612303292
2,154,0.25803432137285487,0.23734533183352083
2,228,0.053103695730175815,0.09948902915539526
3,97,0.24754901960784315,0.27144818119423475
3,111,0.3001760563380282,0.2574927489526265
3,137,0.10666045645086165,0.15589467384799519
3,205,0.045064377682403435,0.09317373018440635
4,35,0.17556270096463023,0.11666666666666665
4,128,0.37174910759816415,0.28358809332260654
4,146,1.0,1.0
5,24,0.12804878048780488,0.03625028861694759
5,126,0.13232865400495458,0.16759112519809824
5,135,0.1783980582524272,0.2997590361445783
5,194,0.27179109966899595,0.3110250088059176
5,196,0.09683037269244169,0.06938190749079001
5,223,0.19548660084626232,0.09010640706361785
6,63,0.2698072805139186,0.1336405529953917
6,142,0.1245819397993311,0.20294708640321502
6,192,0.3221614227086183,0.10071942446043165
7,12,0.06449650136902951,0.16161844484629295
7,22,0.15484896661367248,0.0900544285007422
7,40,0.15867887273380005,0.08972949197272927
7,99,0.09567198177676538,0.23595505617977525
7,176,0.09243027888446216,0.42730588848358514
7,206,0.5327272727272727,0.7209051724137931
8,100,0.23004235907461712,0.0657752078062884
8,148,0.19131238447319776,0.29737991266375546
8,180,0.11279573475508164,0.1369911504424779
9,0,0.07087876844130854,0.08778089887640449
9,55,0.2655393053016453,0.20565878378378374
9,62,0.3450413223140496,0.2523105360443623
9,222,0.11605937921727395,0.1892156862745098
10,29,0.4807370184254606,0.8130841121495327
10,46,0.09869565217391306,0.02861834388927985
10,95,0.25564124535846905,0.23315814620162445
10,141,0.11434782608695654,0.21185827910339838
11,33,0.23531375166889185,0.13337182448036955
11,235,0.20290649849191117,0.16059165346011622
11,237,0.2239084132055378,0.19721362229102166
12,26,0.3781512605042017,0.40526587506453277
12,73,0.21040666835059357,0.18666666666666668
12,78,0.2013221153846154,0.2088022005501375
12,86,0.1815670517327976,0.0734715297822094
12,101,0.1816586222027205,0.06786786786786787
12,145,0.37931034482758613,0.3327378293881197
12,166,0.29017341040462424,0.2963311382878645
12,233,0.45279720279720276,0.4994786235662148
12,240,0.28765957446808516,0.49876543209876545
13,41,0.45665961945031713,0.2666989351403679
