source,target,weight1,weight2
0,149,0.16569484936831877,0.2867647058823529
0,171,0.14074451810300867,0.08641975308641975
0,205,0.036724565756823827,0.07529107373868045
0,211,0.0921814671814672,0.4438233650083846
1,92,0.03294573643410853,0.1944444444444444
1,98,0.2604581673306773,0.5716302046577276
1,121,0.2191528545119705,0.16020197383520773
1,146,0.1690712353471596,0.16058394160583944
2,74,0.2741057542768274,0.21586165772212282
2,207,0.22332361516034985,0.25825706327099085
2,218,0.3645998940116587,0.12656716417910446
3,82,0.06936708860759494,0.12303664921465969
3,112,0.21534653465346537,0.34750337381916324
3,223,0.05753846153846154,0.09106984969053936
4,48,0.2881895332390382,0.2384370015948963
4,55,0.3415559772296015,0.25769669327252
4,110,0.5148711169861203,0.7039045553145337
4,194,0.21296784396415394,0.1659629749918805
4,199,0.05858701895462378,0.297036297036297
4,224,0.4039945528824331,0.30637952052011375
5,89,0.19592875318066155,0.1861506055818852
5,98,0.3311752988047809,0.07833450952717008
5,121,0.1386477242830834,0.17695662152857475
5,178,0.24740740740740735,0.15711878685762426
5,214,0.13563441905687898,0.24868053399565354
6,72,0.16250291851505952,0.15975794251134645
6,136,0.2084489670058588,0.09419263456090653
6,149,0.2623906705539359,0.2058823529411765
6,189,0.10160256410256412,0.319553534518396
6,196,0.14727696545878366,0.1268155213526989
6,213,0.5329531051964511,0.45371078806426934
7,86,0.23598820058997053,0.1512939615129396
7,93,0.30711610486891383,0.2506314903171485
7,107,0.1432748538011696,0.2011932383162081
7,149,0.3284742468415938,0.2912581699346405
8,49,0.3382633587786259,0.2535496957403651
8,120,0.3058450385138197,0.07615018508725542
8,123,0.19495091164095368,0.15114672561481074
8,223,0.054769230769230764,0.15251989389920426
9,26,0.15481986368062317,0.24540604623592172
9,71,0.22737642585551335,0.16630116959064328
9,156,0.35511064278187565,0.15476190476190477
9,193,0.13022284122562675,0.08169014084507042
10,19,0.18653664674425918,0.29050865233350814
10,74,0.11003110419906686,0.22808586762075134
10,144,0.06493043168034249,0.360081466395112
10,158,0.13598261409500154,0.07138711549622752
10,195,0.16666666666666666,0.1805019305019305
10,219,0.09996914532551682,0.16715638263140709
11,104,0.3244660921693518,0.09194729136163983
11,118,0.10189383835689518,0.1872394998396922
11,167,0.26187648456057006,0.2086253369272237
11,174,0.20672682526661196,0.0644883920894239
11,204,0.2656800563777308,0.11535493827160495
12,41,0.251419302514193,0.2246987951807229
12,49,0.17175572519083968,0.2971602434077079
12,82,0.1868354430379747,0.1865778200856735
12,123,0.14539504441327722,0.14506769825918764
12,174,0.05988515176374076,0.10447119518486672
13,7,0.6009453072248481,0.1487046632124352
13,70,0.1142158574921411,0.17961165048543692
13,125,0.33267326732673264,0.2813141683778234
13,221,0.20499108734402852,0.1927792915531335
14,53,0.5558974358974359,0.4167300380228137
14,172,0.18143459915611815,0.12265625
14,177,0.24472573839662448,0.3134240094618569
15,28,0.09840810419681621,0.2202797202797203
15,36,0.31575995513180033,0.23196086424785975
15,45,0.1419636087945413,0.09977116704805492
15,61,0.12955692652832307,0.16764705882352943
15,81,0.22623679822123402,0.18315849163595124
15,103,0.123292469352014,0.12850129945134275
15,114,0.13870592793490896,0.318090653830726
15,178,0.2696296296296296,0.2826453243470935
16,132,0.2160087719298246,0.38458008260670035
16,193,0.591225626740947,0.11338028169014086
16,196,0.12142403051493961,0.14459137220897467
16,209,0.1677277179236043,0.18833978592575723
17,4,0.3357697578803106,0.24137931034482757
17,127,0.2746955345060893,0.6422379826635146
18,16,0.026984950700570835,0.13978115072361455
18,201,0.3635857461024499,0.4855428259683579
19,39,0.16307013241785193,0.04653106714962385
19,41,0.21370640713706407,0.5379518072289157
19,84,0.5998520710059172,0.15220483641536273
19,128,0.3033639143730887,0.14388489208633096
19,140,0.1445026178010471,0.03805970149253732
19,170,0.0817293455729938,0.09290590679726922
19,216,0.18761017375975828,0.1644780770086802
19,219,0.18944770132675098,0.13450865164871037
20,5,0.5715962441314554,0.27912621359223305
20,85,0.17495987158908508,0.16406890894175552
20,93,0.08127340823970038,0.21554869492001122
21,46,0.09504437869822487,0.1157852564102564
21,50,0.17099056603773585,0.13514957264957267
21,107,0.03189792663476874,0.10573417301955584
21,167,0.15825415676959623,0.12183288409703504
21,186,0.1908116385911179,0.16762494471472802
22,7,0.17353139770425388,0.405699481865285
22,58,0.15929997756338343,0.06647537063605931
22,85,0.06500802568218299,0.04539239814055237
22,92,0.1999354005167959,0.09122085048010974
22,131,0.2111716621253406,0.5667144906743184
22,166,0.4099581200558399,0.34067357512953367
22,173,0.36541598694942906,0.43575418994413406
22,196,0.1633820724729816,0.10752221981357035
22,209,0.16650342801175316,0.10134365748121157
22,220,0.10058737151248165,0.10051781906792569
23,73,0.5011727912431587,0.2901155327342747
23,114,0.18171251452925224,0.2663457681508223
23,209,0.02668952007835455,0.16807105442951492
24,108,0.22781542433042914,0.0420032310177706
24,152,0.13354474982381961,0.027972027972027972
24,181,0.10807291666666667,0.10631067961165049
24,186,0.19295558958652373,0.21229544449358692
25,4,0.38373686614892644,0.49695740365111557
25,6,0.23569856985698567,0.2637703646237393
25,30,0.2335010358094111,0.1773279352226721
25,91,0.18348623853211007,0.14879050661798268
25,225,0.30293159609120524,0.5184115523465703
26,37,0.11455596426694692,0.19421128798842258
26,158,0.11952809686432785,0.1073708647707487
26,207,0.2513119533527697,0.3469956227616395
27,19,0.19345706196917267,0.15731515469323545
27,40,0.1266624445851805,0.5328907664453832
27,43,0.04448897795591182,0.10400964727163098
27,58,0.04375140228853489,0.21090387374461977
27,131,0.7888283378746593,0.43328550932568144
27,160,0.21485088253195375,0.12312905958768709
27,185,0.5413105413105413,0.5464654487688642
27,204,0.14482029598308666,0.24961419753086425
28,22,0.27334235453315286,0.4609512624779801
28,77,0.12508272667107875,0.04498594189315838
28,101,0.16931101934362092,0.12450638792102209
28,165,0.1673606979972239,0.19143002028397565
28,220,0.05433186490455212,0.10204081632653061
29,105,0.32,0.4446177847113884
29,133,0.07101792357118701,0.0632411067193676
30,20,0.059511698880976606,0.15885167464114835
30,221,0.2609625668449198,0.3010899182561308
31,3,0.19414129810453762,0.148032723022984
31,6,0.22799779977997797,0.2575640031031807
31,13,0.392925430210325,0.32065217391304346
31,67,0.20239637305699482,0.2919360326641715
31,97,0.14166130070830651,0.20759101471727345
31,224,0.12936904221516113,0.20073140999593658
32,46,0.20857988165680474,0.13141025641025642
32,170,0.21291086763399467,0.2045117245473434
32,207,0.10291545189504372,0.1945881416633506
32,215,0.2681291895185862,0.1853061224489796
33,126,0.5317919075144509,0.6685006877579092
34,52,0.2295948326482678,0.2985658409387223
34,78,0.04914425427872861,0.11051985264019651
35,98,0.4083665338645418,0.3500352858151023
35,144,0.14948269711023904,0.1975560081466395
35,152,0.060958421423537704,0.13581973581973583
36,37,0.0535995796111403,0.2564399421128799
36,68,0.2181387077652638,0.32041442824251726
36,74,0.2636080870917574,0.22212283840190816
36,97,0.4024468770122344,0.4856700232378002
36,182,0.11290322580645161,0.11987951807228917
37,119,0.22275844551689106,0.1577041462973022
37,139,0.3817468105986261,0.27652173913043476
37,165,0.12314098750743607,0.18585192697768763
37,191,0.12437255995538203,0.3830845771144278
38,46,0.15310650887573965,0.1702724358974359
38,91,0.23460026212319787,0.14240073026015518
38,141,0.10993485342019545,0.4407158836689038
39,11,0.1056726907630522,0.105863921217547
39,78,0.08141809290953546,0.11092918542775279
39,136,0.1732963305581252,0.05842776203966006
39,143,0.2573411639081687,0.22487379531895366
39,157,0.17900403768506057,0.25975217989903626
39,159,0.09954493742889646,0.42436687200547574
39,170,0.09150133254367783,0.10240427426536063
40,30,0.1790470553418171,0.25748987854251015
40,41,0.29156528791565284,0.12409638554216867
40,47,0.046933805623201236,0.13387345679012347
40,94,0.17404817404817408,0.18440366972477065
40,210,0.23477694562031912,0.27802524127691164
41,30,0.1760875998816218,0.16680161943319838
41,38,0.21374999999999997,0.07783921735431731
41,168,0.18439904483947997,0.19736842105263158
41,169,0.09623259623259622,0.29034482758620694
41,171,0.21902090770015298,0.12757201646090535
41,196,0.03326976054248782,0.10383698244092782
41,212,0.2040110650069156,0.1896053897978826
42,22,0.13306269733874604,0.22900763358778628
42,65,0.32260907888937856,0.5043712172158709
42,95,0.34598411297440423,0.3343789209535759
42,165,0.1029149315883403,0.0907707910750507
42,168,0.09976120986999205,0.17060660124888494
42,192,0.08203389830508474,0.18980857373955243
42,196,0.18542063996609454,0.086711467591589
42,216,0.22211029967262658,0.18873803694636102
43,90,0.13698630136986303,0.22943143812709033
43,111,0.20530654301906232,0.18976169461606354
43,117,0.04224464060529634,0.09504226639250628
43,147,0.08254397834912044,0.1499030799052337
43,160,0.12081558125380404,0.24089240327591077
43,219,0.16322122801604444,0.0346065948416585
44,20,0.41353001017293994,0.28421052631578947
44,32,0.21025308241401686,0.16943521594684385
44,104,0.04908205320344698,0.06939970717423133
45,20,0.10223804679552391,0.27129186602870814
45,49,0.09685114503816794,0.12221095334685599
45,90,0.3259468170829976,0.19464882943143813
45,128,0.0874617737003058,0.262589928057554
