source,target,weight1,weight2
0,22,0.4053140096618358,0.18811881188118812
0,44,0.3462068965517241,0.23090481786133962
0,80,0.3090659340659341,0.05529715762273901
0,89,0.15248796147672553,0.20234674329501914
1,76,0.29364161849710985,0.09550917141049968
1,94,0.17158671586715868,0.07183702644746248
2,1,0.21196013289036542,0.10761378136962994
2,10,0.06623323852092644,0.07740234843038582
2,29,0.276616275329688,0.2847715736040609
2,114,1.0,1.0
2,145,0.293040293040293,0.21119678176332551
3,21,0.276566757493188,0.25146462370437134
3,39,0.3020408163265306,0.3678571428571428
3,59,0.21649065800162473,0.21140573919360695
3,61,0.7628865979381443,0.5887170154686079
4,13,0.11546184738955824,0.10765550239234449
4,65,0.15772058823529414,0.17700112739571586
4,77,0.40044617958728385,0.4213930348258706
4,142,0.36622691292875986,0.25008248102936326
4,147,0.19028918243484472,0.057989690721649494
4,158,0.2406962785114046,0.3202712886209495
4,178,0.37432675044883296,0.3342036553524804
5,73,0.13935406698564595,0.47063555913113436
5,75,0.07848101265822785,0.33003597122302164
5,84,0.06179487179487179,0.06821787414066631
5,143,0.07184873949579833,0.2185453291968287
5,173,0.24381301558203486,0.1413427561837456
6,43,0.1443609022556391,0.11465815376429903
6,179,0.255868544600939,0.2008106116433309
6,190,0.2424969987995198,0.11258907363420427
6,204,0.19393939393939394,0.07597765363128492
7,19,0.17201166180758018,0.2794691647150664
7,44,0.14965517241379309,0.26145710928319627
7,116,0.23212258796821797,0.16790123456790126
7,162,0.12787595865288431,0.07420176885024733
8,25,0.03749612643321971,0.07541899441340782
9,50,0.2546168958742632,0.20523860782203085
9,63,0.03727180527383366,0.1262196387793232
9,162,0.12104034678226076,0.11227701993704092
10,64,0.6621823617339312,0.648854961832061
10,106,0.1928327645051195,0.13521739130434782
11,15,0.24034801522566612,0.13005464480874318
11,48,0.2052469135802469,0.26631016042780753
11,94,0.23468634686346865,0.2687634024303074
11,129,0.3379805661174482,0.04820415879017013
11,133,0.1946133796698523,0.25636363636363635
11,136,0.2469813391877058,0.3772609819121447
11,161,0.1735261401557286,0.3055555555555555
11,167,0.4044321329639889,0.09035532994923857
11,184,0.3443619176232276,0.2858365425759521
11,210,0.267274472168906,0.2340495867768595
12,23,0.2614980289093298,0.1738050900062073
12,107,0.21955403087478562,0.42857142857142855
12,121,0.18515178839795612,0.25800658485483385
12,158,0.19567827130852342,0.11642803315749811
13,3,0.3062032556093268,0.603610108303249
13,17,0.21987658330626828,0.19176568112738324
13,97,0.16100064143681847,0.2859504132231405
13,100,0.5233333333333333,0.3541048466864491
13,113,0.18455158113011924,0.13448149505313303
13,175,0.06221064814814815,0.237892948173322
14,46,0.3289578361177406,0.055944055944055944
15,46,0.10739856801909307,0.15223238300161376
15,76,0.2254335260115607,0.09297912713472485
