source,target,weight1,weight2
0,5,0.06170212765957446,0.19207723035952065
0,50,0.04588607594936708,0.1560421286031042
0,53,0.09197475202885481,0.4774774774774775
0,90,0.019478479421929,0.08535098414910294
0,125,0.24238975817923192,0.11554332874828062
0,157,0.2619672131147541,0.0913642052565707
0,211,0.22784810126582278,0.06150341685649203
1,78,0.2388888888888889,0.0853174603174603
1,90,0.06550424128180961,0.0470301341229751
1,112,0.16986496090973702,0.3116793365583967
1,210,0.290158371040724,0.24372279879477735
2,4,0.06530089628681178,0.15660036166365282
2,21,0.05137751303052867,0.17374410213710798
2,65,0.13750806972240157,0.3664670658682635
2,75,0.12349726775956284,0.262580054894785
2,117,0.060719640179910044,0.2669016340916373
2,125,0.24551920341394032,0.2922971114167813
3,31,0.08270004470272686,0.05940922668436774
3,41,1.0,1.0
3,44,0.18941684665226782,0.2336898395721925
3,46,0.32937826293308015,0.12784717119764877
3,156,1.0,1.0
3,170,0.14378029079159937,0.07527697677948096
4,2,0.05616740088105726,0.17321016166281755
4,23,0.3187454412837345,0.27796287482151355
4,27,0.18947881149537263,0.22814893055188804
4,66,0.1847265221878225,0.29563492063492064
4,78,0.2516339869281046,0.2048611111111111
4,85,0.4637526652452026,0.25593008739076156
4,101,0.2889941690962099,0.1862222222222222
4,175,0.15832305795314427,0.1723513431934802
4,200,0.06793650793650793,0.07059836418424452
5,91,0.1189215214251324,0.10193548387096775
6,44,0.12311015118790496,0.1550802139037433
6,72,0.12809257781324823,0.20375620127569097
6,106,0.09597397315982106,0.03931256713211599
6,131,0.23069156991418474,0.3677758318739054
6,170,0.07844193143062288,0.056002428289573546
6,180,0.15802645691812656,0.10548172757475084
7,54,0.27239218577220786,0.1440940012368584
7,63,0.22439218812275805,0.29378531073446323
7,91,0.1911410688493019,0.1545161290322581
7,175,0.18545006165228115,0.1808028976758225
7,194,0.3520569620253164,0.2814093648585999
8,109,0.2425629290617849,0.306063122923588
8,136,0.16068167985392576,0.05234795996920708
8,142,0.19353680430879713,0.11940298507462686
9,11,0.24489795918367346,0.19659810126582278
9,105,0.14246804944479366,0.2294941411831952
9,117,0.1772863568215892,0.046139057994232624
10,48,0.2471010491441193,0.06820334701610356
11,7,0.3314378554021121,0.37894736842105264
11,21,0.25986597170513775,0.2203719122953095
11,36,0.20069444444444443,0.10061601642710473
11,53,0.49504057709648336,0.26306306306306304
11,67,0.07931354359925791,0.2881209503239741
11,118,0.18049932523616735,0.17042297005248533
11,119,0.3708301008533747,0.2735177865612648
11,155,0.04737053392211962,0.19583183614804173
11,157,0.2878688524590164,0.155819774718398
11,158,0.31836407377706494,0.19371316306483302
11,209,0.22488408037094282,0.16231884057971016
12,21,0.10610573343261355,0.09381071329447684
12,87,0.46064942212438087,0.3695652173913044
12,120,0.19929411764705882,0.253757225433526
12,136,0.14465408805031446,0.20246343341031564
12,165,0.3017429193899782,0.600275671950379
13,177,0.2324016563146998,0.3388316151202749
13,207,0.29826989619377164,0.29595457771469125
14,11,0.23558897243107768,0.35324367088607594
14,91,0.1441983630235917,0.24612903225806454
14,146,0.090820629257217,0.12473491420859843
14,186,0.14225781845919147,0.21927521008403356
15,28,0.16150200510390084,0.20180820148530834
15,134,0.08796157310117081,0.1377737226277372
15,136,0.16757963075674578,0.04849884526558892
16,17,0.17810218978102188,0.25588235294117645
16,42,0.17020523708421798,0.16795760293518142
16,52,0.12182875264270611,0.18156934306569342
16,90,0.10618912975180649,0.09162166869883297
16,161,0.6333333333333334,0.5666400638467677
16,195,0.33938100320170755,0.3023634881825591
17,61,0.06830015313935682,0.17001703577512778
17,76,0.08191808191808192,0.18154937906564164
17,117,0.07608695652173914,0.08170458186478693
17,173,1.0,1.0
17,196,0.09282030940103135,0.1907407407407407
17,212,0.3065433854907539,0.1678966789667897
18,29,0.26187648456057006,0.15754001684919966
18,129,0.2471974705375108,0.11535926170072512
19,23,0.21371261852662288,0.16420752022846263
19,93,0.1238352133398725,0.08448687350835321
19,127,0.5303738317757009,0.21294964028776975
19,149,1.0,1.0
19,211,0.0879746835443038,0.30466970387243736
20,47,0.36875303250849095,0.15357664233576643
20,67,0.13868274582560297,0.10237580993520518
20,70,0.32204098703471346,0.15393563396665377
20,109,0.2594965675057208,0.14576411960132887
20,116,0.39840283939662824,0.19781144781144777
20,132,0.5348258706467662,0.3353973168214654
20,152,0.2828054298642534,0.151268115942029
20,154,0.3010999083409716,0.16540785498489424
20,172,0.371536523929471,0.10961038961038962
20,208,0.3282407407407407,0.4797979797979798
21,37,0.42216527866752085,0.12741679873217115
21,47,0.07326540514313439,0.21518248175182483
21,91,0.11073663938372653,0.06806451612903226
21,106,0.13420089467263116,0.14479054779806658
22,27,0.11495372625426205,0.04779508846052284
22,69,0.27548638132295716,0.2908689248895434
22,120,0.1607058823529412,0.07687861271676301
22,147,0.38527131782945734,0.45202952029520294
23,25,0.1195286195286195,0.19703330534564792
23,52,0.14323467230443973,0.04767335766423357
23,80,0.3324538258575198,0.16129032258064516
23,111,0.1146875,0.13157894736842105
23,170,0.05654281098546042,0.03156776445591137
24,11,0.2456140350877193,0.28322784810126583
24,96,0.2009674582233949,0.20258136924803594
24,170,0.15347334410339258,0.10350584307178634
24,181,0.08007312614259597,0.21154622527250708
24,186,0.13539282990083906,0.07142857142857142
25,27,0.06673161227471992,0.06152627409559018
25,82,0.031196943972835314,0.10277136258660508
25,130,0.1168240643581672,0.24704142011834318
26,45,0.15021008403361344,0.18939771030363367
26,91,0.09966297544535388,0.13193548387096776
26,123,0.057487922705314,0.19951690821256038
