source,target,weight1,weight2
0,17,0.46090047393364925,0.4969853574504737
0,103,0.13713349116736478,0.19210799584631358
0,113,0.18906126742045753,0.11399416909620992
0,140,0.1289134438305709,0.1672811059907834
0,169,0.27897403419886,0.09814323607427056
1,5,0.34032328527741373,0.4014227642276423
1,54,1.0,1.0
1,124,0.32471728594507265,0.09377873122893043
1,171,0.18407310704960836,0.04605263157894737
1,180,0.023183925811437408,0.1792498782269849
1,185,0.43006993006993005,0.08778813143697892
2,62,0.4800936768149883,0.18388791593695272
2,117,0.28477785870356886,0.22155009451795843
2,176,0.5190184049079755,0.4324553950722175
2,206,0.32640424590888983,0.0920702501330495
3,89,0.07627765064836003,0.46493212669683254
3,95,0.40190190190190195,0.24506828528072838
3,162,0.06159043659043659,0.15269052171537834
3,165,0.07135362014690451,0.033983451536643026
4,148,0.11715481171548117,0.33101314771848417
4,198,0.20320091454701344,0.04832214765100671
5,24,0.21317157712305027,0.2551219512195122
5,36,0.5267649340574089,0.40049140049140053
5,94,0.20402445236882324,0.17730079388415174
5,96,0.15721304153640017,0.10218508997429304
6,102,0.07872696817420435,0.5064011379800853
6,107,0.22004521477015823,0.42964678633468445
8,40,0.042808219178082196,0.2301464919043947
9,26,0.16638842515303284,0.38092835519677093
9,28,0.4303670186023127,0.27567270730367927
9,71,0.44719314938154137,0.2518050541516246
9,75,0.2653534183082271,0.30103650292924744
9,94,0.18339276617422312,0.20876212878565129
9,177,0.26577042399172696,0.39649507119386634
9,193,0.5114093959731543,0.32490272373540857
10,103,0.14241486068111456,0.11033229491173416
10,154,0.12394705174488568,0.1492734478203435
10,166,0.3284552845528455,0.15998293515358358
10,199,0.16680316680316684,0.0813328556073092
11,4,0.257393565160871,0.12649521531100477
11,10,0.4137080867850099,0.12845010615711253
11,67,0.26682289922999664,0.14980237154150197
11,76,0.1947939262472885,0.10602094240837696
11,110,0.20382165605095542,0.43504273504273505
11,120,0.46770833333333334,0.42919525888958204
11,178,0.19516881690914079,0.1987704918032787
12,130,0.14831369362047947,0.11736463056815152
12,143,0.29870129870129875,0.26563487049905243
13,130,0.16334823242584315,0.10216057615364098
14,95,0.3713713713713714,0.40515933232169954
14,155,0.3441514536849222,0.17768924302788847
